ILOC_CODE_2016,OH_R_Tot_DS_SH,OH_R_Tot_DS_SDRTHT,OH_R_Tot_DS_FA,OH_R_Tot_DS_OD_C,OH_R_Tot_DS_OD_CH,OH_R_Tot_DS_OD_IH_t_SO,OH_R_Tot_OD_HF_a_SO,OH_R_Tot_DS_OD_Tot,OH_R_Tot_DS_NS,OH_R_Tot_DS_Tot,OH_OTT_DS_SH,OH_OTT_DS_SDRTHT,OH_OTT_DS_FA,OH_OTT_DS_OD_C,OH_OTT_DS_OD_CH,OH_OTT_DS_OD_IH_t_SO,OH_OTT_OD_HF_a_SO,OH_OTT_DS_OD_Tot,OH_OTT_DS_NS,OH_OTT_DS_Tot,OH_T_NS_DS_SH,OH_T_NS_DS_SDRTHT,OH_T_NS_DS_FA,OH_T_NS_DS_OD_C,OH_T_NS_DS_OD_CH,OH_T_NS_DS_OD_IH_t_SO,OH_T_NS_OD_HF_a_SO,OH_T_NS_DS_OD_Tot,OH_T_NS_DS_NS,OH_T_NS_DS_Tot,OH_Tot_DS_SHouse,OH_Tot_DS_SDRTHT,OH_Tot_DS_F_u_or_a,OH_Tot_DS_OD_C,OH_Tot_DS_OD_CH,OH_Tot_DS_OD_IH_t_SO,OH_Tot_DS_OD_HF_a_to_a_s_o,OH_Tot_DS_OD_Tot,OH_Tot_DS_NS,OH_Tot_Tot,T_h_OO_DS_SH,T_h_OO_DS_SDRTHT,T_h_OO_DS_FA,T_h_OO_DS_OD_C,T_h_OO_DS_OD_CH,T_h_OO_DS_OD_IH_t_SO,T_h_OO_OD_HF_a_SO,T_h_OO_DS_OD_Tot,T_h_OO_DS_NS,T_h_OO_DS_Tot,T_h_M_DS_SH,T_h_M_DS_SDRTHT,T_h_M_DS_FA,T_h_M_DS_OD_C,T_h_M_DS_OD_CH,T_h_M_DS_OD_IH_t_SO,T_h_M_OD_HF_a_SO,T_h_M_DS_OD_Tot,T_h_M_DS_NS,T_h_M_DS_Tot,T_h_RREA_DS_SH,T_h_RREA_DS_SDRTHT,T_h_RREA_DS_FA,T_h_RREA_DS_OD_C,T_h_RREA_DS_OD_CH,T_h_RREA_DS_OD_IH_t_SO,T_h_RREA_OD_HF_a_SO,T_h_RREA_DS_OD_Tot,T_h_RREA_DS_NS,T_h_RREA_DS_Tot,T_h_RHA_DS_SH,T_h_RHA_DS_SDRTHT,T_h_RHA_DS_FA,T_h_RHA_DS_OD_C,T_h_RHA_DS_OD_CH,T_h_RHA_DS_OD_IH_t_SO,T_h_RHA_OD_HF_a_SO,T_h_RHA_DS_OD_Tot,T_h_RHA_DS_NS,T_h_RHA_DS_Tot,T_h_R_PSH_DS_SH,T_h_R_PSH_DS_SDRTHT,T_h_R_PSH_DS_FA,T_h_R_PSH_DS_OD_C,T_h_R_PSH_DS_OD_CH,T_h_R_PSH_DS_OD_IH_t_SO,T_h_R_PSH_OD_HF_a_SO,T_h_R_PSH_DS_OD_Tot,T_h_R_PSH_DS_NS,T_h_R_PSH_DS_Tot,T_h_R_HCC_DS_SH,T_h_R_HCC_DS_SDRTHT,T_h_R_HCC_DS_FA,T_h_R_HCC_DS_OD_C,T_h_R_HCC_DS_OD_CH,T_h_R_HCC_DS_OD_IH_t_SO,T_h_R_HCC_OD_HF_a_SO,T_h_R_HCC_DS_OD_Tot,T_h_R_HCC_DS_NS,T_h_R_HCC_DS_Tot,T_h_R_OLT_DS_SH,T_h_R_OLT_DS_SDRTHT,T_h_R_OLT_DS_FA,T_h_R_OLT_DS_OD_C,T_h_R_OLT_DS_OD_CH,T_h_R_OLT_DS_OD_IH_t_SO,T_h_R_OLT_OD_HF_a_SO,T_h_R_OLT_DS_OD_Tot,T_h_R_OLT_DS_NS,T_h_R_OLT_DS_Tot,T_h_R_LNS_DS_SH,T_h_R_LNS_DS_SDRTHT,T_h_R_LNS_DS_FA,T_h_R_LNS_DS_OD_C,T_h_R_LNS_DS_OD_CH,T_h_R_LNS_DS_OD_IH_t_SO,T_h_R_LNS_OD_HF_a_SO,T_h_R_LNS_DS_OD_Tot,T_h_R_LNS_DS_NS,T_h_R_LNS_DS_Tot,T_h_R_Tot_DS_SH,T_h_R_Tot_DS_SDRTHT,T_h_R_Tot_DS_FA,T_h_R_Tot_DS_OD_C,T_h_R_Tot_DS_OD_CH,T_h_R_Tot_DS_OD_IH_t_SO,T_h_R_Tot_OD_HF_a_SO,T_h_R_Tot_DS_OD_Tot,T_h_R_Tot_DS_NS,T_h_R_Tot_DS_Tot,T_h_OTT_DS_SH,T_h_OTT_DS_SDRTHT,T_h_OTT_DS_FA,T_h_OTT_DS_OD_C,T_h_OTT_DS_OD_CH,T_h_OTT_DS_OD_IH_t_SO,T_h_OTT_OD_HF_a_SO,T_h_OTT_DS_OD_Tot,T_h_OTT_DS_NS,T_h_OTT_DS_Tot,T_h_T_NS_DS_SH,T_h_T_NS_DS_SDRTHT,T_h_T_NS_DS_FA,T_h_T_NS_DS_OD_C,T_h_T_NS_DS_OD_CH,T_h_T_NS_DS_OD_IH_t_SO,T_h_T_NS_OD_HF_a_SO,T_h_T_NS_DS_OD_Tot,T_h_T_NS_DS_NS,T_h_T_NS_DS_Tot,T_h_Tot_DS_SH,T_h_Tot_DS_SDRTHT,T_h_Tot_DS_FA,T_h_Tot_DS_OD_C,T_h_Tot_DS_OD_CH,T_h_Tot_DS_OD_IH_t_SO,T_h_Tot_OD_HF_a_SO,T_h_Tot_DS_OD_Tot,T_h_Tot_DS_NS,T_h_Tot_DS_Tot
ILOC10200502,1068,105,260,7,9,0,5,20,54,1506,29,3,0,0,0,0,0,0,5,39,162,16,18,8,0,0,0,11,3,202,4923,156,315,25,8,3,12,52,102,5549,2150,22,31,9,0,0,4,23,27,2248,1705,9,10,3,0,4,3,11,18,1750,686,73,192,0,0,0,0,0,8,962,161,7,31,0,0,0,0,0,0,191,374,10,30,0,0,0,0,3,5,418,22,25,34,0,0,0,0,0,33,112,73,0,10,5,12,0,0,20,3,104,54,11,3,0,0,0,0,0,4,71,1365,119,293,7,12,0,5,24,54,1854,34,3,0,0,0,0,0,0,5,39,172,12,26,8,0,0,0,11,3,227,5430,170,356,25,16,3,20,61,103,6124
ILOC10200601,271,0,0,0,0,0,0,3,0,272,27,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,27,1146,0,0,4,0,3,7,11,5,1166,517,0,0,4,0,0,3,6,3,525,346,0,0,0,0,0,3,3,0,351,56,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,94,27,0,0,0,0,0,0,0,0,34,292,0,0,0,0,0,0,3,0,300,30,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,30,1220,0,0,4,0,3,7,11,9,1241
ILOC10200602,210,9,40,0,0,0,0,0,0,255,5,0,4,0,0,0,0,0,0,10,20,3,3,0,0,0,0,0,0,23,809,10,53,3,0,0,0,5,0,880,401,4,3,3,0,0,0,4,3,414,252,0,0,0,0,0,0,0,0,253,151,7,35,0,0,0,0,0,0,190,34,0,7,0,0,0,0,0,0,43,91,0,3,0,0,0,0,0,0,91,8,0,3,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,11,9,0,3,0,0,0,0,0,0,5,300,9,55,0,0,0,0,4,0,361,6,0,4,0,0,0,0,0,0,5,23,3,7,0,0,0,0,0,0,33,972,14,65,4,0,0,4,8,0,1068
ILOC10200603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27
ILOC10200604,97,0,8,0,0,0,3,3,0,112,7,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,8,434,0,13,0,0,0,11,11,0,456,262,0,0,0,0,0,4,4,0,268,124,0,0,0,0,0,0,0,0,122,62,0,0,0,0,0,0,0,0,62,12,0,4,0,0,0,0,0,0,23,54,0,4,0,0,0,3,3,0,60,4,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,142,3,15,0,0,0,3,3,0,166,7,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,0,0,0,18,554,3,15,0,0,0,11,11,0,578
ILOC10200701,164,34,131,0,0,0,8,8,0,333,3,0,9,0,0,0,0,0,0,9,25,0,14,0,0,0,3,3,0,48,650,59,180,0,0,0,7,7,0,900,215,16,18,0,0,0,0,0,0,249,288,9,14,0,0,0,0,0,0,309,122,30,114,0,0,0,3,3,0,267,22,3,35,0,0,0,0,0,0,58,41,6,17,0,0,0,0,0,0,63,4,0,16,0,0,0,0,0,0,24,11,0,0,0,0,0,4,4,0,16,6,0,4,0,0,0,0,0,0,13,208,43,180,0,0,0,9,9,0,433,3,0,9,0,0,0,0,0,0,9,32,0,22,0,0,0,3,3,0,59,749,64,234,0,0,0,13,13,0,1061
ILOC10200702,162,12,83,7,4,0,0,11,5,271,3,0,0,0,0,0,0,0,0,10,31,0,5,3,0,0,3,6,0,42,539,24,108,26,5,0,9,37,5,716,200,5,14,12,0,0,5,19,0,244,199,5,3,0,0,0,3,3,0,213,177,13,78,0,0,0,0,0,0,265,140,3,47,0,0,0,0,0,0,189,51,0,5,0,0,0,0,3,0,64,15,0,9,0,0,0,0,0,0,23,16,0,17,3,4,0,0,11,3,47,4,0,0,0,0,0,0,0,0,8,406,16,152,3,4,0,4,16,8,589,5,0,0,0,0,0,0,0,0,8,56,0,13,8,0,0,3,11,0,76,870,36,184,26,6,0,14,43,8,1137
ILOC10200703,53,4,7,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,412,8,7,0,0,0,0,0,3,429,188,0,0,0,0,0,0,0,5,194,171,3,0,0,0,0,0,0,0,172,47,4,3,0,0,0,0,0,0,55,7,0,0,0,0,0,0,0,0,7,14,0,7,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,95,4,7,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,20,469,8,7,0,0,0,0,0,3,490
ILOC10200704,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,26,0,3,0,0,0,0,0,0,26,25,0,0,0,0,0,0,0,0,22,10,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,15,96,0,3,0,0,0,0,0,0,107
ILOC10200801,23,0,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,3,0,0,0,0,0,0,79,54,0,0,0,0,0,0,0,0,54,19,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,4,15,0,3,0,0,0,0,0,0,16,23,0,0,0,0,0,0,0,0,23,29,0,0,0,0,0,0,0,0,29,18,0,3,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,4,89,0,8,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,157,0,8,0,0,0,0,0,0,164
ILOC10200802,352,22,3,3,3,0,0,5,0,382,33,3,0,0,0,0,0,0,0,41,39,6,0,0,0,0,0,0,0,43,1093,109,3,5,3,3,3,18,5,1230,433,46,0,3,0,0,3,4,0,487,298,42,0,0,0,0,0,3,3,345,32,5,3,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,125,7,0,0,0,0,0,3,3,138,0,0,0,0,0,0,0,0,0,0,190,5,0,3,3,0,0,5,0,199,55,3,0,0,0,0,0,0,0,58,398,21,3,3,3,0,0,5,3,439,31,3,0,0,0,0,0,0,0,37,39,6,0,0,0,0,0,0,0,44,1201,118,3,8,3,3,3,21,9,1350
ILOC10200803,41,12,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,13,117,12,0,0,0,0,0,3,0,134,44,0,0,0,0,0,0,0,0,41,37,0,0,0,0,0,0,0,0,37,13,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,15,4,3,0,0,0,0,0,0,0,10,11,4,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,5,63,10,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,3,0,21,151,11,0,3,0,0,0,8,0,166
ILOC10200804,20,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,42,15,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,47,0,0,0,0,0,0,0,0,47,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,8,66,0,0,0,0,0,0,0,0,65,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,89
ILOC10200901,929,354,19,0,0,0,0,0,3,1305,7,3,0,0,0,0,0,0,0,5,66,17,0,0,0,0,0,0,3,84,3008,426,31,3,0,0,0,3,10,3472,937,27,7,0,0,0,0,4,3,976,1216,23,6,0,0,0,0,0,0,1247,734,271,10,0,0,0,0,0,4,1030,179,87,3,0,0,0,0,0,0,269,180,20,3,0,0,0,0,0,0,198,20,16,0,0,0,0,0,0,0,37,23,5,0,0,0,0,0,0,0,27,18,6,0,0,0,0,0,0,0,23,1153,405,15,0,0,0,0,0,4,1583,7,3,0,0,0,0,0,0,0,5,80,21,0,0,0,0,0,0,6,104,3385,477,28,3,0,0,0,3,18,3920
ILOC10200902,504,50,15,4,3,0,0,4,12,580,14,9,0,0,0,0,0,0,3,32,35,3,12,0,0,0,0,0,8,60,1533,93,25,9,3,3,3,20,27,1697,487,25,0,6,0,3,3,10,3,530,551,3,0,0,0,0,0,0,4,557,385,53,10,0,0,0,0,0,3,455,3,0,0,0,0,0,0,0,0,3,92,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,63,0,0,3,0,0,0,0,6,70,32,0,0,0,0,0,0,0,0,38,578,55,17,4,3,0,0,4,12,661,19,9,0,0,0,0,0,0,3,32,38,3,16,0,0,0,0,0,8,65,1673,95,26,11,3,3,3,21,30,1848
ILOC10201001,320,63,123,3,0,0,0,4,0,514,4,4,0,0,0,0,0,0,0,9,50,4,5,3,3,0,0,6,0,71,1396,84,143,10,3,0,6,20,4,1647,568,6,12,9,0,0,0,10,0,587,544,6,6,0,0,0,4,4,3,559,165,62,70,0,0,0,0,0,0,294,78,0,40,0,0,0,0,0,0,119,148,11,33,0,0,0,0,0,3,190,20,3,14,0,0,0,0,0,0,37,33,0,11,0,0,0,0,0,0,43,9,3,3,0,0,0,0,0,0,20,450,76,163,3,0,0,0,4,3,699,4,4,0,0,0,0,0,0,0,11,59,9,8,3,3,0,0,3,0,87,1630,102,185,10,3,0,3,22,6,1940
ILOC10201002,395,0,33,4,4,0,3,10,9,447,20,0,0,0,0,0,0,0,0,20,45,0,3,0,0,0,0,0,0,55,1782,0,37,13,8,7,12,30,17,1867,821,0,0,9,3,7,3,22,0,844,593,0,0,3,0,0,0,10,9,608,88,0,22,0,0,0,0,0,0,107,16,0,0,0,0,0,0,0,0,17,215,0,0,0,4,0,0,5,0,221,5,0,3,0,0,0,0,0,0,7,123,0,3,0,0,0,0,0,3,133,44,0,0,3,0,0,0,3,0,49,488,0,37,3,4,0,3,12,9,543,25,0,0,0,0,0,0,0,0,25,64,0,6,0,0,0,0,0,3,73,1993,4,42,19,8,7,12,37,15,2095
ILOC10201003,92,29,16,4,0,0,0,6,0,143,3,0,0,0,0,0,0,0,0,3,9,9,0,0,0,0,0,0,3,20,383,38,19,11,0,0,0,15,3,447,157,0,0,5,0,0,0,7,0,163,157,0,0,0,0,0,0,0,0,161,24,32,3,0,0,0,0,0,0,62,28,8,0,0,0,0,0,0,0,39,72,8,8,0,0,0,0,0,0,86,9,0,0,0,0,0,0,0,0,9,20,0,3,5,0,0,0,4,0,30,4,0,0,0,0,0,0,0,0,8,163,49,18,5,0,0,0,4,0,238,3,0,0,0,0,0,0,0,0,3,14,9,0,0,0,0,0,0,3,26,495,57,18,12,0,0,0,12,3,589
ILOC10201101,2751,1126,250,3,7,0,104,121,41,4295,67,17,3,0,0,0,0,0,3,95,293,93,14,11,4,0,0,11,8,425,10965,1550,302,14,33,0,179,223,91,13131,4226,224,23,4,23,0,48,66,15,4561,4216,91,10,0,0,0,33,41,17,4381,2237,937,202,0,0,0,74,74,22,3469,374,182,78,0,0,0,100,100,5,746,770,116,17,0,0,0,11,10,8,929,43,37,6,0,0,0,3,3,0,87,113,20,4,7,5,0,3,17,7,161,67,16,0,0,0,0,3,3,0,96,3606,1315,306,4,7,0,195,207,48,5479,79,18,3,0,0,0,0,0,3,102,347,108,19,13,4,0,3,16,7,498,12468,1761,363,22,33,3,277,332,100,15027
ILOC10201102,883,33,60,17,3,3,6,24,9,1012,59,8,0,0,0,0,0,3,0,66,162,4,7,7,0,0,0,11,0,188,5813,61,71,48,4,6,16,78,34,6055,2724,13,7,23,3,0,7,36,16,2789,2334,3,0,3,0,3,6,10,11,2364,445,20,32,0,0,0,0,0,3,502,3,3,6,0,0,0,0,0,0,18,427,4,17,3,0,0,3,6,7,460,3,6,0,0,0,0,0,0,0,11,138,0,5,14,0,0,3,16,0,164,73,0,5,0,0,0,0,3,0,80,1093,35,65,18,3,3,9,28,14,1238,63,8,0,0,0,0,0,3,0,67,182,4,5,10,0,0,0,8,0,206,6389,64,76,52,4,7,20,85,40,6656
ILOC10201201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,29
ILOC10201202,436,40,19,0,4,0,3,15,3,515,23,0,0,0,0,0,0,0,0,22,76,0,0,0,0,0,0,3,4,79,2369,51,28,7,12,4,7,37,19,2507,1300,5,5,3,6,3,3,12,10,1338,596,4,0,0,3,0,4,11,3,614,193,34,14,0,0,0,0,0,3,247,29,0,7,0,0,0,0,0,0,36,200,3,0,0,3,0,0,3,0,209,14,11,0,0,0,0,0,0,0,24,29,0,3,0,0,0,0,0,0,37,37,0,0,0,4,0,0,3,0,46,506,42,27,3,4,0,3,14,3,598,24,0,0,0,0,0,0,0,0,25,81,0,0,0,0,0,0,3,4,85,2509,53,36,4,12,4,13,43,19,2656
ILOC10201301,1062,70,182,7,6,0,3,16,16,1343,34,0,0,0,0,0,0,0,0,44,116,3,4,5,0,0,0,3,3,137,4380,93,230,18,44,4,10,76,45,4820,1736,7,27,9,29,4,4,46,15,1831,1607,7,13,0,3,0,3,7,11,1645,475,52,109,0,0,0,0,0,4,642,84,3,46,0,0,0,0,0,0,135,359,3,23,0,0,0,3,3,9,400,25,0,8,0,0,0,0,0,0,35,166,5,7,8,5,0,0,12,7,204,75,0,0,0,0,0,0,0,3,79,1194,70,193,8,6,0,3,13,24,1496,39,0,0,0,0,0,0,0,0,47,123,3,8,5,0,0,0,3,3,145,4698,92,242,17,44,4,10,75,48,5161
ILOC10201401,314,9,22,3,0,0,0,4,4,355,26,0,0,0,0,0,0,0,0,21,42,3,3,0,0,0,0,0,0,49,1849,16,26,5,6,0,6,18,13,1924,856,4,0,3,5,0,0,10,3,876,694,0,0,0,0,0,5,3,3,709,144,7,24,0,0,0,0,0,0,170,15,0,3,0,0,0,0,0,0,22,136,0,8,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,52,0,0,0,6,0,0,3,0,58,31,0,0,0,0,0,0,0,0,35,379,8,29,3,6,0,0,6,4,433,23,0,0,0,0,0,0,0,0,25,50,3,3,0,0,0,0,0,0,57,2011,15,33,6,10,0,6,21,18,2095
ILOC10201402,229,0,15,0,4,0,0,4,3,247,17,0,0,0,0,0,0,0,0,19,37,0,0,0,0,0,0,0,0,46,1082,3,20,3,3,3,3,16,15,1142,583,0,4,3,0,6,0,7,9,606,250,0,0,0,0,0,0,3,7,263,49,0,9,0,0,0,0,0,0,60,25,0,3,0,0,0,0,0,3,31,97,0,6,0,0,0,0,0,0,97,4,0,0,0,0,0,0,0,0,3,63,0,0,0,3,0,0,3,0,66,40,0,0,0,0,0,0,0,0,45,272,0,18,0,5,0,0,5,7,305,17,0,0,0,0,0,0,0,0,19,49,0,0,0,0,0,0,0,0,53,1170,3,24,3,8,3,3,13,21,1239
ILOC10300101,95,12,24,0,0,0,4,4,3,128,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,18,293,12,23,4,0,0,3,7,10,342,137,0,0,0,0,0,0,4,3,139,139,0,0,0,0,0,0,3,5,147,30,3,4,0,0,0,0,0,0,41,53,9,7,0,0,0,0,0,0,73,53,0,0,0,0,0,0,0,0,58,14,0,0,0,0,0,0,0,0,18,49,7,11,0,0,0,3,3,0,67,4,0,0,0,0,0,0,0,0,8,210,14,28,0,0,0,4,4,7,256,3,0,0,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,32,518,16,30,4,0,0,8,8,10,582
ILOC10300102,37,0,0,0,0,0,0,3,0,44,7,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,4,0,9,171,0,0,11,3,3,0,15,3,187,100,0,0,5,0,3,0,7,0,105,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,19,18,0,0,0,0,0,0,0,0,20,23,0,0,0,0,0,0,3,0,28,6,0,0,0,0,0,0,0,0,6,71,0,0,0,0,0,0,3,0,74,12,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,4,0,12,229,0,0,11,3,4,0,19,3,248
ILOC10300201,21,0,17,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,0,11,75,0,18,0,0,0,5,3,0,101,65,0,0,0,0,0,0,3,0,67,21,0,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,0,6,37,0,10,0,0,0,0,0,0,51,20,0,0,0,0,0,0,0,0,18,38,0,12,0,0,0,0,0,0,48,23,0,9,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,3,123,5,34,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,3,3,0,23,240,5,36,0,0,0,5,4,0,281
ILOC10300202,24,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,13,97,0,0,0,0,0,0,3,4,105,54,0,0,0,0,0,0,3,0,57,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,18,62,0,0,0,0,0,0,0,0,59,13,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,12,113,0,0,0,0,0,0,0,0,116,5,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,13,198,0,0,0,0,0,0,3,4,203
ILOC10300203,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,64
ILOC10300301,367,23,76,0,0,0,8,11,3,481,13,0,0,0,0,0,0,0,0,11,52,0,0,0,0,0,0,0,0,53,1223,25,80,10,5,3,16,29,3,1363,506,0,3,10,3,0,5,14,0,524,407,0,0,0,0,0,3,7,0,412,151,7,41,0,0,0,0,0,0,197,66,3,4,0,0,0,0,0,0,70,72,0,6,0,0,0,3,3,0,91,13,0,14,0,0,0,0,0,0,27,156,8,29,0,0,0,0,6,0,193,22,0,4,0,0,0,0,0,0,30,476,25,90,0,0,3,8,12,3,603,12,0,0,0,0,0,0,0,0,10,59,0,3,0,0,0,0,0,0,68,1459,22,99,9,5,4,14,33,0,1626
ILOC10300302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0,0,0,23
ILOC10300401,86,3,29,0,0,0,4,4,0,119,3,0,0,0,0,0,0,0,0,8,15,0,3,0,0,0,0,0,3,22,438,3,45,4,0,0,3,6,4,495,309,0,8,4,0,0,0,4,0,316,180,0,0,0,0,0,3,3,0,187,42,0,5,0,0,0,0,0,0,50,57,0,3,0,0,0,0,0,0,60,76,0,16,0,0,0,0,0,0,94,21,0,3,0,0,0,0,0,0,21,24,0,13,0,0,0,0,0,0,43,6,0,3,0,0,0,0,0,0,13,223,3,39,0,0,0,4,4,0,273,6,0,0,0,0,0,0,0,0,8,40,0,3,0,0,0,0,0,3,44,764,3,57,4,0,0,3,6,5,830
