ILOC_CODE_2016,M_0_4_Has_need_for_assist,M_0_4_Does_not_need_assist,M_0_4_Need_for_assistance_ns,M_0_4_Tot,M_5_14_Has_need_for_assist,M_5_14_Does_not_need_assist,M_5_14_Need_for_assistance_ns,M_5_14_Tot,M_15_19_Has_need_for_assist,M_15_19_Does_not_need_assist,M_15_19_Need_for_assist_ns,M_15_19_Tot,M_20_24_Has_need_for_assist,M_20_24_Does_not_need_assist,M_20_24_Need_for_assist_ns,M_20_24_Tot,M_25_34_Has_need_for_assist,M_25_34_Does_not_need_assist,M_25_34_Need_for_assist_ns,M_25_34_Tot,M_35_44_Has_need_for_assist,M_35_44_Does_not_need_assist,M_35_44_Need_for_assist_ns,M_35_44_Tot,M_45_54_Has_need_for_assist,M_45_54_Does_not_need_assist,M_45_54_Need_for_assist_ns,M_45_54_Tot,M_55_64_Has_need_for_assist,M_55_64_Does_not_need_assist,M_55_64_Need_for_assist_ns,M_55_64_Tot,M_65_over_Has_need_for_assist,M_65ov_Does_not_need_assist,M_65_over_Need_for_assist_ns,M_65_over_Tot,M_Tot_Has_need_for_assist,M_Tot_Does_not_need_assist,M_Tot_Need_for_assist_ns,M_Tot_Tot,F_0_4_Has_need_for_assist,F_0_4_Does_not_need_assist,F_0_4_Need_for_assistance_ns,F_0_4_Tot,F_5_14_Has_need_for_assist,F_5_14_Does_not_need_assist,F_5_14_Need_for_assistance_ns,F_5_14_Tot,F_15_19_Has_need_for_assist,F_15_19_Does_not_need_assist,F_15_19_Need_for_assist_ns,F_15_19_Tot,F_20_24_Has_need_for_assist,F_20_24_Does_not_need_assist,F_20_24_Need_for_assist_ns,F_20_24_Tot,F_25_34_Has_need_for_assist,F_25_34_Does_not_need_assist,F_25_34_Need_for_assist_ns,F_25_34_Tot,F_35_44_Has_need_for_assist,F_35_44_Does_not_need_assist,F_35_44_Need_for_assist_ns,F_35_44_Tot,F_45_54_Has_need_for_assist,F_45_54_Does_not_need_assist,F_45_54_Need_for_assist_ns,F_45_54_Tot,F_55_64_Has_need_for_assist,F_55_64_Does_not_need_assist,F_55_64_Need_for_assist_ns,F_55_64_Tot,F_65ov_Has_need_for_assist,F_65ov_Does_not_need_assist,F_65_over_Need_for_assist_ns,F_65_over_Tot,F_Tot_Has_need_for_assist,F_Tot_Does_not_need_assist,F_Tot_Need_for_assist_ns,F_Tot_Tot,P_0_4_Has_need_for_assist,P_0_4_Does_not_need_assist,P_0_4_Need_for_assistance_ns,P_0_4_Tot,P_5_14_Has_need_for_assist,P_5_14_Does_not_need_assist,P_5_14_Need_for_assistance_ns,P_5_14_Tot,P_15_19_Has_need_for_assist,P_15_19_Does_not_need_assist,P_15_19_Need_for_assist_ns,P_15_19_Tot,P_20_24_Has_need_for_assist,P_20_24_Does_not_need_assist,P_20_24_Need_for_assist_ns,P_20_24_Tot,P_25_34_Has_need_for_assist,P_25_34_Does_not_need_assist,P_25_34_Need_for_assist_ns,P_25_34_Tot,P_35_44_Has_need_for_assist,P_35_44_Does_not_need_assist,P_35_44_Need_for_assist_ns,P_35_44_Tot,P_45_54_Has_need_for_assist,P_45_54_Does_not_need_assist,P_45_54_Need_for_assist_ns,P_45_54_Tot,P_55_64_Has_need_for_assist,P_55_64_Does_not_need_assist,P_55_64_Need_for_assist_ns,P_55_64_Tot,P_65_over_Has_need_for_assist,P_65_ov_Does_not_need_assist,P_65_over_Need_for_assist_ns,P_65_over_Tot,P_Tot_Has_need_for_assist,P_Tot_Does_not_need_assist,P_Tot_Need_for_assist_ns,P_Tot_Tot
ILOC10201002,0,29,0,26,14,58,3,70,4,27,3,28,0,20,0,24,0,16,0,21,0,23,4,25,0,22,0,22,8,23,4,36,4,15,0,19,30,228,16,270,0,32,5,39,4,51,0,53,0,27,0,32,0,19,3,20,0,28,3,32,0,36,3,40,3,29,3,31,4,18,0,23,4,6,0,12,11,239,21,274,0,59,7,62,16,109,3,128,4,49,7,56,0,35,5,42,0,47,0,45,3,58,5,66,3,47,3,56,10,40,4,57,8,19,0,31,43,470,31,545
ILOC10201003,0,23,3,22,0,36,3,42,0,16,0,16,0,15,0,15,3,14,0,19,0,16,0,14,0,23,0,23,0,7,3,11,0,7,0,4,4,153,10,164,0,16,3,22,0,26,4,31,0,16,0,16,0,12,0,12,0,27,0,27,0,6,0,6,3,26,0,24,0,15,0,15,3,4,0,12,9,144,8,157,0,39,8,42,0,63,5,68,0,31,0,31,0,18,0,18,3,41,0,44,0,24,0,23,3,46,0,50,0,22,3,24,6,12,0,13,13,294,11,322
ILOC10201101,12,335,16,362,43,502,19,558,17,210,16,234,8,162,12,180,11,272,30,303,23,158,17,198,21,166,13,201,13,124,3,140,31,62,3,92,169,1977,128,2271,5,279,17,306,16,515,20,546,16,230,3,247,3,207,11,215,14,286,7,306,20,217,9,243,18,189,10,219,26,127,3,161,44,67,10,118,163,2118,92,2366,15,613,40,664,57,1012,39,1111,24,435,18,480,16,361,20,401,23,558,38,615,42,375,22,440,42,360,25,421,46,250,11,306,71,134,12,213,330,4099,215,4640
ILOC10201102,6,72,5,87,17,167,10,195,3,74,3,79,0,29,0,29,0,67,4,74,0,65,3,70,8,67,0,72,18,49,0,65,14,36,3,54,58,621,24,709,0,68,3,71,6,150,3,160,4,71,3,75,0,30,4,38,0,63,3,66,3,76,0,78,5,65,3,74,6,58,0,68,4,31,0,39,33,612,19,672,6,142,8,152,26,323,15,355,5,144,3,152,0,57,4,60,0,134,5,135,8,137,4,148,10,129,3,145,19,109,3,126,18,71,3,99,96,1237,44,1377
ILOC10201201,0,5,0,5,0,14,0,14,0,9,0,9,0,0,0,0,0,3,0,3,0,9,0,9,0,7,0,7,0,6,0,6,0,0,0,0,0,45,0,45,0,10,0,10,0,11,0,15,0,7,0,7,0,3,0,3,0,5,0,5,0,11,0,11,0,0,0,0,0,7,0,7,0,4,0,4,0,55,0,59,0,12,0,12,0,24,0,28,0,10,0,10,0,3,0,3,0,8,0,8,0,18,0,18,0,9,0,9,0,9,0,9,0,3,0,3,0,105,0,106
ILOC10201202,0,21,3,28,3,23,3,30,3,13,0,18,0,4,0,5,0,11,0,11,3,17,0,18,0,16,0,18,3,8,0,15,3,5,4,9,13,119,15,144,0,15,0,18,0,25,0,26,0,13,0,13,3,4,0,10,0,13,0,14,3,18,0,20,0,20,0,24,0,10,0,18,0,5,0,6,10,124,5,148,0,41,4,42,0,48,6,64,3,26,3,28,3,14,0,20,0,29,0,30,5,32,0,35,3,34,0,33,8,23,0,29,7,10,3,15,27,241,22,293
ILOC10201301,0,41,0,41,4,96,0,101,4,40,3,45,0,29,0,32,0,34,0,36,0,25,0,29,5,36,0,38,4,29,0,30,6,12,0,14,21,335,3,362,0,28,0,28,3,97,5,98,0,35,0,35,0,20,0,22,0,40,0,40,5,44,0,56,0,37,0,39,0,18,0,21,3,17,0,20,17,330,7,358,0,68,0,68,7,195,3,201,3,76,3,84,0,46,3,50,0,74,0,71,11,71,3,79,3,76,0,84,3,44,0,49,10,23,0,33,41,670,15,723
ILOC10201401,0,24,0,21,3,43,0,50,0,12,0,15,0,8,0,14,0,21,0,19,0,26,0,29,3,17,0,19,3,19,0,18,7,4,3,10,13,164,7,187,3,15,0,20,0,58,0,54,0,20,0,25,0,8,0,8,0,14,0,13,0,21,0,19,3,22,0,25,0,14,3,20,4,8,0,17,14,185,8,202,4,40,0,45,3,100,3,108,3,33,0,42,0,20,0,18,0,33,0,35,0,44,0,48,3,39,0,42,3,32,3,39,5,13,5,29,24,347,18,394
ILOC10201402,0,8,0,8,5,22,0,25,3,11,0,14,0,6,0,11,0,9,0,8,0,11,0,11,4,13,0,11,0,7,0,13,0,11,0,12,12,93,4,113,0,4,0,4,0,22,0,22,0,4,0,4,0,3,0,6,0,7,0,7,0,14,3,16,0,8,0,8,3,0,0,4,0,10,0,9,5,75,4,84,0,18,0,18,5,45,0,51,3,13,0,13,0,9,0,15,0,16,0,18,0,24,3,27,4,16,0,18,3,12,0,16,3,16,3,18,16,171,10,195
ILOC10300101,0,21,5,27,5,69,9,82,0,19,0,22,0,21,0,25,4,38,7,44,4,16,0,22,3,38,0,42,3,25,0,25,8,14,3,24,21,261,25,305,0,34,0,36,0,87,0,85,0,31,5,37,0,18,3,25,0,41,3,43,3,49,0,50,3,43,0,48,3,24,3,31,7,13,3,24,21,344,23,378,0,57,4,61,3,155,9,163,0,51,9,58,0,44,4,45,4,76,10,83,5,64,3,74,4,82,0,88,5,53,3,59,14,28,6,50,43,602,41,690
ILOC10300102,0,11,0,6,0,22,0,22,0,3,0,3,0,8,0,8,0,7,0,7,0,13,3,11,0,10,0,10,0,0,0,0,3,0,0,4,3,72,4,77,0,8,0,8,0,14,0,14,0,4,0,4,0,8,0,10,0,11,0,11,0,6,0,6,0,9,0,11,0,0,0,3,0,4,0,4,3,66,0,71,0,18,0,19,0,34,0,34,0,4,0,4,0,16,0,15,0,15,0,15,0,17,3,24,0,25,0,25,0,3,0,3,3,7,0,10,4,133,3,141
ILOC10300201,0,23,3,26,3,41,3,49,3,20,4,22,0,15,22,38,0,19,18,38,0,23,0,23,5,40,0,42,3,26,0,28,4,14,0,16,18,225,54,293,0,23,0,21,0,36,9,40,0,11,3,14,0,18,0,20,0,37,0,37,0,23,0,22,7,43,3,48,0,29,3,33,6,15,0,22,18,227,14,265,0,49,0,49,4,78,14,96,3,32,10,43,0,32,23,56,0,54,18,68,0,49,3,50,9,78,3,92,4,52,3,60,13,26,3,46,33,454,67,556
ILOC10300202,0,17,0,17,0,27,5,35,0,3,0,7,0,8,0,9,0,25,0,23,0,21,3,20,0,16,3,19,5,12,0,18,0,3,0,9,9,129,13,153,0,11,3,13,0,34,0,33,0,16,0,16,0,15,0,15,0,20,0,22,0,12,0,12,3,12,0,18,7,8,0,13,0,7,0,5,10,133,9,149,0,26,0,28,0,58,10,65,0,23,0,23,0,22,0,24,0,44,3,50,0,31,3,34,0,30,4,43,4,20,0,34,3,8,0,9,12,263,24,301
ILOC10300203,0,3,0,3,0,10,0,9,0,3,0,3,0,4,0,4,0,7,0,12,0,7,0,7,0,7,4,10,0,7,0,8,0,3,0,8,0,55,5,63,0,6,0,3,0,13,0,18,0,9,0,9,0,3,0,3,0,11,0,10,0,7,0,7,0,8,0,8,0,9,0,9,0,10,0,13,0,86,4,91,0,8,0,10,0,22,6,27,0,11,0,11,0,12,0,12,0,21,3,19,0,10,0,10,0,15,4,24,0,16,0,23,0,19,3,21,4,136,11,157
ILOC10300301,0,42,0,37,8,56,3,58,0,21,3,28,0,21,0,25,0,35,0,34,0,27,0,27,0,21,0,20,0,21,0,22,5,9,0,19,15,251,5,278,0,28,0,34,0,54,3,57,0,19,3,24,0,24,0,26,0,31,0,30,3,25,0,30,7,34,0,35,0,13,0,16,6,18,0,24,17,252,17,281,0,69,3,72,8,111,8,123,0,44,5,48,0,47,4,46,0,66,3,71,3,59,0,62,6,51,0,63,7,36,0,37,7,29,0,39,33,506,22,559
ILOC10300302,0,0,0,0,0,8,0,8,0,7,0,7,0,0,0,0,0,5,0,8,0,3,0,3,0,3,0,3,0,4,0,4,0,3,0,4,0,42,0,47,0,0,0,0,0,3,0,3,0,7,0,7,0,0,0,0,0,8,0,8,0,6,3,10,0,3,0,4,0,6,0,6,0,4,0,4,0,33,5,37,0,0,0,0,0,14,0,14,0,11,0,11,0,0,0,0,0,10,0,12,0,9,3,11,0,3,0,8,0,11,0,11,0,6,0,11,0,72,3,79
ILOC10300401,0,49,3,54,10,98,5,111,0,35,3,40,0,31,4,30,3,41,0,43,3,28,0,34,3,39,3,43,13,24,0,34,12,26,0,36,37,372,20,439,0,48,5,50,9,89,4,101,0,32,0,29,0,35,3,39,3,45,0,53,3,46,8,57,3,49,5,51,13,34,0,51,20,19,0,37,44,408,24,479,0,102,4,108,12,190,8,215,3,70,7,72,0,64,7,76,7,88,0,99,3,79,4,92,5,80,12,94,19,62,3,88,30,47,3,78,88,781,50,917
ILOC10300402,0,3,0,3,0,5,0,6,0,3,0,3,0,4,0,4,0,0,0,0,0,8,0,10,0,7,0,7,0,3,0,3,0,0,0,0,4,26,0,37,0,4,0,4,0,11,0,13,0,3,0,3,0,0,0,0,0,4,0,3,0,3,0,5,3,9,0,11,0,0,0,4,0,3,0,3,4,47,3,54,0,9,0,9,3,22,3,26,0,7,0,7,0,6,0,6,0,4,0,3,0,7,0,10,3,14,0,19,0,3,0,3,0,3,0,4,8,73,3,84
ILOC10300403,0,9,0,11,0,16,0,19,0,5,0,6,0,5,0,5,0,4,3,4,0,6,3,7,0,10,3,10,0,5,0,11,0,3,0,5,3,70,11,83,0,10,0,11,0,19,0,22,0,4,0,4,0,6,3,12,0,7,0,8,0,11,3,11,0,12,0,13,0,3,0,6,3,0,0,7,7,76,14,92,0,19,4,23,0,41,3,44,0,10,0,11,0,14,3,12,0,11,4,19,0,19,3,25,0,24,3,23,0,9,0,13,3,5,0,8,8,144,20,182
ILOC10300501,4,94,7,103,14,147,12,172,3,73,4,77,3,61,7,71,3,78,19,106,10,51,13,74,7,51,11,73,9,28,3,45,8,23,0,35,56,614,70,741,0,81,3,81,5,170,9,180,0,59,0,59,0,63,7,67,3,113,6,121,0,75,11,91,11,64,3,83,14,37,0,46,7,26,3,33,40,682,37,764,7,168,6,182,17,314,18,353,3,132,4,145,3,121,16,133,8,190,27,227,6,130,24,165,18,121,18,149,23,66,3,90,18,47,3,67,94,1298,106,1500
ILOC10300502,0,0,0,3,0,9,0,10,0,3,0,3,0,9,0,10,0,10,9,17,0,4,6,15,0,13,3,11,3,3,0,5,0,4,0,8,7,48,23,78,0,3,0,3,0,10,0,8,0,7,0,7,0,9,0,9,0,7,0,7,0,10,4,12,0,11,0,11,0,8,0,10,3,10,0,7,3,65,3,77,0,7,0,9,0,14,3,21,0,11,0,11,0,15,0,11,0,17,9,26,4,12,10,26,0,19,3,21,5,10,0,16,3,10,0,14,6,121,29,149
ILOC10300503,0,10,3,11,0,15,0,17,0,11,0,11,0,6,0,6,0,13,0,13,0,8,0,13,0,8,0,13,0,7,0,11,3,5,0,8,5,83,9,102,0,9,0,10,0,14,0,18,0,10,0,10,0,11,0,11,0,9,0,13,0,11,0,8,0,14,5,14,0,6,0,6,0,4,0,6,0,83,7,96,0,16,3,19,0,28,3,31,0,19,0,19,0,19,0,19,0,25,0,27,0,14,0,19,0,26,8,28,0,15,0,14,7,8,0,17,7,169,14,197
ILOC10300504,0,17,3,16,0,19,7,24,3,19,5,24,0,23,0,19,0,26,17,41,0,24,4,29,3,16,0,21,0,12,0,15,0,3,0,5,13,149,38,193,0,13,5,17,0,28,9,36,0,22,7,28,0,15,4,18,0,34,7,43,0,16,4,21,0,22,0,24,0,10,0,13,4,3,0,12,4,173,41,215,0,30,12,40,0,42,18,64,3,37,7,53,0,30,4,40,0,60,23,80,0,43,3,48,3,36,3,49,0,21,0,24,5,7,0,19,17,318,78,407
ILOC10300601,0,18,3,16,0,21,0,23,0,11,0,11,0,5,0,5,0,14,3,14,0,19,0,19,0,7,0,7,3,9,0,15,3,4,0,6,7,100,4,116,0,7,0,7,0,23,0,28,0,8,0,8,0,7,0,9,0,8,6,15,0,21,0,20,0,7,0,7,0,3,0,3,0,4,0,10,0,96,11,110,0,23,3,24,0,46,0,52,0,13,0,13,0,10,0,15,0,19,4,30,0,37,0,34,0,14,0,14,3,14,0,16,8,10,0,18,9,198,15,222
ILOC10300602,0,3,0,3,0,3,0,8,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,4,0,3,0,3,0,6,0,6,0,24,3,26,0,3,0,4,0,8,0,11,0,3,0,3,0,3,3,7,0,0,0,0,0,7,0,10,0,3,0,3,0,0,0,0,0,3,0,4,0,25,4,34,0,3,0,3,0,10,0,11,0,4,4,9,0,3,3,7,0,0,0,3,0,12,0,8,0,7,0,7,0,3,0,3,0,4,0,4,0,48,8,58
ILOC10300603,0,22,4,22,4,33,3,40,0,15,0,14,0,15,0,15,0,23,0,22,0,29,0,25,3,19,0,26,4,15,0,23,3,8,0,13,16,173,6,201,0,18,0,17,5,42,4,51,0,10,0,12,0,17,0,17,0,23,0,26,0,25,0,26,8,25,0,35,8,20,0,30,4,8,0,11,22,195,6,224,0,41,4,39,9,79,4,85,0,24,0,26,0,26,0,26,3,46,0,54,0,52,3,56,6,47,3,55,11,40,0,49,9,16,0,25,42,367,20,422
ILOC10300605,0,39,3,43,0,64,11,77,0,26,3,30,0,20,0,24,0,45,4,47,0,30,3,33,7,36,3,46,0,25,0,29,8,17,0,21,16,303,31,350,0,26,0,32,0,78,3,86,0,28,3,32,0,21,7,28,0,64,6,71,3,31,0,33,4,51,3,62,10,28,0,38,10,20,0,28,27,353,31,410,0,66,8,73,0,143,20,162,0,51,9,58,0,44,8,50,0,109,7,120,3,60,3,69,7,94,7,106,13,54,4,68,21,30,3,53,48,652,60,757
ILOC10300607,0,20,0,22,0,30,3,35,0,19,0,19,0,18,0,20,0,15,0,16,0,11,0,14,0,25,0,28,3,28,0,26,0,6,0,13,7,168,7,189,0,15,0,15,0,37,0,37,0,10,0,10,0,12,0,12,0,14,0,14,0,10,0,16,6,26,0,29,0,16,0,20,3,3,0,4,7,140,0,153,0,29,0,31,0,69,3,68,0,22,0,22,0,35,0,34,0,28,0,31,3,21,4,29,5,45,0,53,3,43,0,47,7,10,0,15,18,312,12,339
ILOC10400101,0,4,0,5,0,18,0,18,0,10,0,16,0,3,0,3,0,7,0,7,0,6,0,9,3,14,0,13,0,7,0,7,5,3,0,12,10,79,0,90,0,7,0,7,0,13,0,18,0,8,0,8,0,4,0,4,0,11,0,11,0,8,0,14,0,8,0,8,0,9,0,10,3,3,0,3,5,71,0,76,0,15,0,20,0,34,0,33,0,15,0,15,0,6,0,6,0,17,0,17,3,20,0,23,3,18,0,24,0,19,0,22,6,6,0,16,18,150,0,171
ILOC10400102,4,26,0,26,18,62,0,80,0,25,0,20,0,16,0,21,3,44,0,49,7,33,0,32,0,26,0,28,3,25,0,30,0,23,0,24,31,276,4,309,0,28,0,28,4,66,0,76,3,30,0,30,0,28,0,33,0,39,0,47,0,39,0,44,8,39,4,56,0,16,0,19,8,18,3,29,31,320,7,361,3,52,0,60,18,129,0,152,3,50,0,59,3,46,0,50,5,86,0,91,3,70,0,77,8,67,3,85,8,43,0,45,12,44,3,60,63,593,13,670
ILOC10400103,0,25,0,27,7,54,0,57,3,33,0,35,0,19,0,21,0,19,0,16,0,37,4,42,3,22,0,22,5,22,0,25,0,7,0,15,17,233,14,263,0,28,3,32,0,56,5,62,3,25,0,23,0,28,0,28,0,31,0,29,0,24,0,29,3,33,0,35,3,19,0,18,3,6,3,18,10,245,13,270,0,54,7,58,7,110,6,120,8,55,0,58,0,47,0,44,0,47,3,53,4,64,0,67,3,54,0,56,4,39,0,45,0,21,6,30,27,477,24,531
ILOC10400201,0,15,0,15,3,51,4,61,3,21,3,26,3,30,0,33,3,32,0,38,0,31,0,36,3,31,0,32,3,19,4,27,4,13,0,17,22,244,10,274,0,31,0,31,0,53,0,51,0,30,0,38,0,19,0,17,0,30,0,30,3,41,0,45,3,33,0,39,3,22,0,29,7,10,3,22,21,274,10,297,0,46,0,46,3,103,3,110,3,50,7,58,4,49,0,49,3,62,3,67,3,74,0,74,3,66,0,72,7,44,4,55,12,23,3,35,40,519,21,574
ILOC10400301,3,102,0,110,21,138,0,168,3,55,0,65,3,69,5,77,3,68,0,75,8,56,3,63,8,49,4,62,9,38,0,46,14,14,0,29,68,603,18,685,0,83,0,79,13,158,7,175,0,55,4,64,3,53,0,57,3,87,3,97,10,64,3,73,16,63,0,84,13,51,3,64,10,28,0,44,67,637,26,729,3,183,3,193,39,295,8,343,7,117,3,128,5,123,3,132,6,158,6,166,16,120,3,139,25,116,3,144,14,83,4,107,24,49,0,72,132,1245,42,1417
ILOC10400302,3,70,3,82,27,160,5,202,4,59,11,78,3,44,57,105,6,62,97,164,3,76,62,134,0,60,27,83,9,40,4,52,5,11,0,23,56,595,267,919,0,48,9,51,7,165,0,169,3,65,3,69,0,44,0,46,0,74,0,80,0,82,3,88,0,52,0,56,12,24,0,33,9,18,0,26,34,574,22,623,3,123,9,133,35,322,13,372,3,126,15,145,3,89,57,148,3,136,101,238,3,157,64,217,3,111,25,144,16,66,3,86,14,36,3,49,87,1163,286,1539
ILOC10400303,0,43,7,48,21,129,8,151,3,55,3,58,3,47,4,61,4,62,3,71,3,41,0,46,5,43,0,50,8,28,0,38,9,15,0,30,60,460,26,545,0,67,0,73,10,94,3,109,0,49,3,49,3,37,3,47,6,51,0,57,3,44,0,45,8,43,3,53,7,37,0,47,9,15,0,29,53,441,15,510,3,109,10,122,26,224,12,257,6,98,4,111,6,90,7,102,10,113,3,126,6,82,3,96,16,84,0,107,22,64,3,86,18,32,3,55,116,901,44,1059
ILOC10400401,0,4,0,4,0,4,0,4,0,0,0,0,0,3,0,3,0,10,3,11,0,3,0,3,0,5,0,5,0,0,0,0,3,0,0,5,3,32,3,36,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,0,3,0,3,0,5,0,8,0,12,0,16,3,0,0,9,3,3,0,3,9,34,4,42,0,3,0,3,0,12,0,12,0,4,0,4,0,3,0,3,0,12,3,13,0,10,0,10,0,20,0,22,3,0,0,9,3,3,0,11,11,64,3,78
ILOC10400402,0,9,0,15,10,26,0,39,4,18,3,25,3,10,0,8,0,6,0,12,0,12,0,14,3,16,0,18,5,7,0,9,3,11,0,15,27,120,3,151,0,20,0,19,3,41,4,44,0,22,0,22,0,8,0,11,3,16,0,18,0,18,3,19,0,15,0,16,5,14,0,18,3,8,0,10,14,163,8,183,3,30,0,34,9,71,3,80,0,40,3,45,3,15,0,20,3,21,0,29,3,32,3,37,3,31,0,32,6,26,0,32,6,21,0,26,43,282,9,335
ILOC10400403,3,108,4,115,23,204,12,237,8,97,0,101,0,63,17,79,8,81,41,129,8,62,15,93,9,68,11,84,5,48,4,56,10,27,0,42,72,754,105,935,0,107,9,115,11,177,9,195,3,83,3,90,0,78,0,82,3,106,8,115,4,90,4,98,22,89,3,106,5,71,0,78,9,35,0,50,59,834,35,924,4,210,14,225,34,381,22,441,6,179,8,193,4,136,17,162,12,182,46,240,12,155,24,192,24,154,12,192,11,114,3,132,23,66,0,86,139,1586,141,1855
ILOC10400404,0,13,0,19,0,28,0,25,0,16,0,16,0,7,0,7,0,21,0,21,0,11,0,12,0,7,0,7,3,7,0,9,6,6,0,7,12,108,6,127,0,12,0,17,0,33,0,30,0,14,0,17,0,4,0,4,0,17,0,19,0,13,0,13,0,14,0,16,4,8,0,14,3,4,0,10,12,131,5,145,0,26,3,36,0,55,0,60,0,31,0,27,0,17,0,17,0,40,0,47,0,24,0,22,3,23,0,25,5,16,0,23,3,15,0,17,25,240,7,271
ILOC10400405,0,44,0,40,5,77,7,94,0,30,0,36,0,15,0,20,0,28,4,28,0,33,0,32,9,39,0,48,12,21,0,34,4,25,4,28,39,308,16,358,0,28,0,28,0,68,3,75,0,32,0,36,3,18,0,19,0,28,0,25,0,25,0,27,8,32,0,38,7,24,0,40,9,19,0,29,30,276,9,314,0,66,0,71,11,146,9,161,0,64,0,64,3,36,0,40,0,55,4,53,0,54,0,60,16,68,0,86,23,52,0,68,17,39,4,57,68,585,18,672
ILOC10400501,0,22,0,22,0,45,0,51,0,24,0,25,0,16,0,14,0,26,0,22,0,23,0,23,3,18,0,23,0,17,0,20,3,5,0,10,16,190,8,211,0,30,0,32,5,50,3,58,0,26,0,22,0,9,0,10,0,29,0,29,0,20,0,18,3,29,0,28,3,21,0,23,3,10,0,15,17,211,9,235,0,53,4,56,5,98,3,106,0,46,0,53,0,25,0,25,0,53,0,50,3,44,0,45,6,44,0,50,5,33,0,40,7,15,0,29,29,403,14,448
ILOC10400502,0,21,0,25,5,31,0,32,0,8,0,9,0,12,0,9,0,8,3,14,0,10,0,10,3,8,0,11,0,9,0,11,0,7,0,5,8,104,3,126,0,12,0,12,4,25,3,29,0,15,0,17,0,12,0,13,0,16,0,18,0,9,0,9,0,13,0,13,0,10,0,14,0,8,0,5,5,109,9,127,0,36,0,37,7,55,3,60,3,15,0,20,3,25,0,23,0,29,5,29,0,17,0,17,3,22,0,23,3,15,0,17,0,12,0,13,16,222,9,247
ILOC10400503,0,131,8,137,27,277,13,320,13,132,5,150,7,96,4,106,15,142,13,161,8,109,3,118,16,98,3,123,21,84,5,110,6,43,5,56,116,1117,49,1275,0,154,3,157,15,295,10,324,8,136,6,151,0,99,3,102,8,167,5,183,14,142,6,163,16,136,8,156,15,88,0,107,28,53,5,83,104,1268,53,1426,0,283,9,296,45,574,22,642,21,264,12,299,5,197,6,201,20,309,18,344,20,252,11,282,33,239,12,284,35,173,5,216,35,91,9,137,221,2387,97,2704
ILOC10400504,0,9,0,7,3,34,0,35,0,17,0,15,0,6,0,8,0,4,0,4,0,7,0,7,6,0,0,3,4,10,0,12,0,3,0,4,10,97,4,106,0,15,0,14,0,31,0,31,0,16,0,13,0,15,0,11,0,15,0,15,0,16,0,12,0,15,0,15,3,7,0,12,6,4,0,10,14,119,0,135,0,17,3,24,3,61,0,70,0,30,0,28,3,23,0,25,0,22,0,22,0,25,0,21,6,13,0,20,5,16,0,19,6,9,3,20,22,214,3,239
ILOC10400505,0,11,3,16,5,42,5,53,0,17,0,24,3,12,0,15,0,17,0,15,0,18,0,21,3,10,0,16,3,16,0,22,3,13,0,16,27,159,12,193,0,18,3,21,5,49,3,57,0,14,0,21,0,13,0,13,0,22,0,25,0,14,0,14,4,18,0,27,3,8,0,15,0,14,0,15,14,168,10,192,0,29,6,35,11,92,8,111,0,34,0,41,3,22,0,22,4,33,3,39,0,34,0,41,8,31,3,40,3,29,0,32,4,26,0,28,37,325,21,387
ILOC10400506,0,25,0,28,4,66,3,78,0,26,0,31,0,19,0,19,3,28,3,31,3,24,3,33,7,17,0,21,7,6,3,14,7,17,0,27,29,234,13,280,3,36,0,43,9,45,3,61,0,34,0,39,0,17,3,19,0,27,5,34,0,29,3,34,8,24,0,34,5,32,0,36,13,12,3,27,37,268,15,319,3,64,0,69,17,115,3,133,0,66,0,67,0,36,3,38,4,59,6,67,3,56,5,65,9,41,0,51,9,41,3,57,16,26,0,53,64,502,29,590
ILOC10400507,4,42,8,52,10,116,4,130,9,50,0,57,0,41,6,40,4,53,3,57,5,27,3,32,9,31,0,40,5,30,3,39,4,21,0,25,41,410,32,477,0,40,3,36,3,95,3,102,4,53,0,58,3,40,0,45,3,48,0,52,0,36,3,43,8,50,0,61,8,30,3,36,6,18,0,25,39,411,20,464,4,78,7,91,11,210,7,234,7,103,3,114,3,83,3,86,6,101,3,111,3,68,5,76,17,81,3,104,10,59,7,77,7,38,0,48,73,819,48,935
ILOC10400601,0,26,3,31,6,54,3,65,0,20,0,23,0,8,0,8,3,8,0,17,0,15,0,19,3,21,0,24,5,16,0,22,6,15,0,16,26,190,6,231,0,17,0,18,3,54,3,58,0,33,0,33,0,12,0,11,0,23,0,25,0,24,0,19,3,17,3,22,3,14,0,18,5,9,0,13,21,198,8,224,4,41,3,47,11,106,7,121,4,52,0,60,0,19,0,23,3,37,0,39,0,40,0,37,6,34,3,44,6,35,0,43,8,22,0,38,46,388,18,454
ILOC10400602,0,17,0,18,3,37,4,43,4,21,0,27,3,19,0,23,0,9,0,10,3,15,0,20,4,25,0,29,0,10,0,10,4,12,0,15,19,151,10,177,0,15,0,15,3,43,0,42,0,19,0,19,0,6,0,6,5,12,0,20,3,21,0,21,0,25,0,28,3,25,0,24,8,19,0,21,17,179,3,198,0,29,0,29,4,73,4,83,6,37,3,39,3,25,0,28,5,23,0,32,4,38,0,37,4,42,4,50,3,31,0,34,6,31,0,35,38,332,13,378
