ILOC_CODE_2016,M_15_19_Pvded_upaid_assist,M_15_19_No_upaid_assist_Pvded,M_15_19_upaid_assist_ns,M_15_19_Tot,M_20_24_Pvded_upaid_assist,M_20_24_No_upaid_assist_Pvded,M_20_24_upaid_assist_ns,M_20_24_Tot,M_25_34_Pvded_upaid_assist,M_25_34_No_upaid_assist_Pvded,M_25_34_upaid_assist_ns,M_25_34_Tot,M_35_44_Pvded_upaid_assist,M_35_44_No_upaid_assist_Pvded,M_35_44_upaid_assist_ns,M_35_44_Tot,M_45_54_Pvded_upaid_assist,M_45_54_No_upaid_assist_Pvded,M_45_54_upaid_assist_ns,M_45_54_Tot,M_55_64_Pvded_upaid_assist,M_55_64_No_upaid_assist_Pvded,M_55_64_upaid_assist_ns,M_55_64_Tot,M_65over_Pvded_upaid_assist,M_65ove_No_upaid_assist_Pvde,M_65over_upaid_assist_ns,M_65_and_over_Tot,M_TotPvded_upaid_assist,M_Tot_No_upaid_assist_Pvded,M_Tot_upaid_assist_ns,M_Tot_Tot,F_15_19_Pvded_upaid_assist,F_15_19_No_upaid_assist_Pvded,F_15_19_upaid_assist_ns,F_15_19_Tot,F_20_24_Pvded_upaid_assist,F_20_24_No_upaid_assist_Pvded,F_20_24_upaid_assist_ns,F_20_24_Tot,F_25_34_Pvded_upaid_assist,F_25_34_No_upaid_assist_Pvded,F_25_34_upaid_assist_ns,F_25_34_Tot,F_35_44_Pvded_upaid_assist,F_35_44_No_upaid_assist_Pvded,F_35_44_upaid_assist_ns,F_35_44_Tot,F_45_54_Pvded_upaid_assist,F_45_54_No_upaid_assist_Pvded,F_45_54_upaid_assist_ns,F_45_54_Tot,F_55_64_Pvded_upaid_assist,F_55_64_No_upaid_assist_Pvded,F_55_64_upaid_assist_ns,F_55_64_Tot,F_65over_Pvded_upaid_assist,F_65ove_No_upaid_assist_Pvd,F_65over_upaid_assist_ns,F_65_and_over_Tot,F_TotPvded_upaid_assist,F_Tot_No_upaid_assist_Pvded,F_Tot_upaid_assist_ns,F_Tot_Tot,P_15_19_Pvded_upaid_assist,P_15_19_No_upaid_assist_Pvded,P_15_19_upaid_assist_ns,P_15_19_Tot,P_20_24_Pvded_upaid_assist,P_20_24_No_upaid_assist_Pvded,P_20_24_upaid_assist_ns,P_20_24_Tot,P_25_34_Pvded_upaid_assist,P_25_34_No_upaid_assist_Pvded,P_25_34_upaid_assist_ns,P_25_34_Tot,P_35_44_Pvded_upaid_assist,P_35_44_No_upaid_assist_Pvded,P_35_44_upaid_assist_ns,P_35_44_Tot,P_45_54_Pvded_upaid_assist,P_45_54_No_upaid_assist_Pvded,P_45_54_upaid_assist_ns,P_45_54_Tot,P_55_64_Pvded_upaid_assist,P_55_64_No_upaid_assist_Pvded,P_55_64_upaid_assist_ns,P_55_64_Tot,P_65over_Pvded_upaid_assist,P_65ove_No_upaid_assist_Pvd,P_65over_upaid_assist_ns,P_65_and_over_Tot,P_TotPvded_upaid_assist,P_Tot_No_upaid_assist_Pvded,P_Tot_upaid_assist_ns,P_Tot_Tot
ILOC10300203,0,3,0,3,0,4,0,4,4,11,0,12,0,7,0,7,0,6,3,10,0,8,0,8,0,4,0,8,8,40,7,52,0,8,0,9,0,3,0,3,0,9,3,10,0,3,0,7,3,12,0,8,0,9,0,9,0,14,0,13,7,59,6,68,0,13,0,11,0,12,0,12,5,15,3,19,0,8,0,10,3,15,3,24,0,23,0,23,0,17,7,21,9,95,13,120
ILOC10300301,3,22,0,28,0,19,0,25,3,31,3,34,9,23,0,27,5,20,0,20,3,13,0,22,0,17,0,19,22,142,11,172,3,21,0,24,4,16,0,26,8,27,0,30,7,22,0,30,3,34,0,35,3,14,0,16,0,19,0,24,26,152,6,193,3,44,4,48,10,40,3,46,6,55,3,71,16,44,4,62,10,48,0,63,6,28,0,37,0,37,4,39,56,291,16,364
ILOC10300302,0,9,4,7,0,0,0,0,0,4,0,8,0,3,0,3,0,3,0,3,0,6,0,4,0,4,0,4,0,25,6,36,0,3,0,7,0,0,0,0,0,4,0,8,0,6,0,10,0,3,0,4,0,5,0,6,0,4,0,4,0,26,7,30,0,11,4,11,0,0,0,0,3,7,5,12,0,9,0,11,0,3,0,8,3,11,0,11,0,11,0,11,6,51,8,66
ILOC10300401,8,26,7,40,7,23,0,30,4,41,0,43,3,31,0,34,3,33,5,43,3,31,3,34,4,27,3,36,27,210,29,265,3,23,5,29,4,33,0,39,10,41,3,53,16,32,7,57,15,32,5,51,8,37,5,51,6,29,9,37,70,226,31,320,10,45,20,72,14,57,0,76,15,78,3,99,18,63,8,92,19,67,7,94,12,68,4,88,10,54,8,78,100,435,57,592
ILOC10300402,3,0,0,3,0,0,0,4,0,0,0,0,3,3,0,10,0,3,0,7,0,3,0,3,0,0,0,0,8,19,0,26,0,3,0,3,0,0,0,0,3,4,0,3,0,6,0,5,0,9,0,11,0,0,0,4,0,5,0,3,9,27,3,31,3,3,0,7,0,5,0,6,3,4,0,3,4,8,0,10,3,16,0,19,0,6,0,3,0,3,0,4,13,42,3,57
ILOC10300403,0,0,5,6,0,3,0,5,0,4,3,4,0,5,3,7,0,8,0,10,0,3,0,11,0,3,0,5,4,39,8,51,0,0,0,4,0,4,3,12,4,7,0,8,3,12,0,11,3,8,0,13,0,4,0,6,0,4,0,7,12,39,6,59,3,4,3,11,0,13,3,12,4,9,4,19,3,17,4,25,6,19,0,23,0,6,0,13,0,8,3,8,15,76,17,109
ILOC10300501,3,66,10,77,4,56,14,71,14,70,20,106,14,43,13,74,17,45,10,73,6,34,4,45,0,32,3,35,57,343,72,474,4,51,4,59,8,53,4,67,22,90,5,121,26,67,4,91,17,66,0,83,4,39,5,46,3,27,4,33,82,380,30,496,10,116,17,145,11,104,12,133,37,164,27,227,40,109,13,165,31,110,11,149,9,69,14,90,8,56,6,67,144,727,99,972
ILOC10300502,0,0,3,3,0,9,0,10,0,7,9,17,0,9,6,15,0,7,3,11,0,4,0,5,0,3,0,8,3,36,24,68,0,7,0,7,0,9,0,9,4,6,0,7,0,6,0,12,0,7,0,11,0,9,0,10,0,9,0,7,8,46,5,57,0,4,3,11,0,15,0,11,3,9,9,26,0,19,11,26,3,19,4,21,3,7,0,16,0,13,3,14,11,81,31,122
ILOC10300503,0,8,4,11,0,4,3,6,0,13,0,13,0,12,0,13,0,6,3,13,0,13,0,11,0,8,0,8,3,55,13,69,3,3,0,10,0,9,0,11,0,7,5,13,0,4,0,8,3,8,3,14,3,3,0,6,0,3,3,6,14,52,9,72,4,15,3,19,0,13,3,19,0,19,5,27,0,19,0,19,3,17,6,28,3,15,0,14,0,15,3,17,14,106,18,139
ILOC10300504,0,18,4,24,0,21,3,19,4,21,15,41,4,20,6,29,0,14,3,21,0,13,0,15,0,3,3,5,6,115,26,150,0,21,4,28,0,14,3,18,5,27,17,43,0,16,4,21,0,19,3,24,0,12,4,13,0,5,0,12,13,113,31,156,3,37,8,53,0,33,7,40,7,45,27,80,3,37,8,48,4,34,4,49,0,23,3,24,0,15,3,19,18,229,60,309
ILOC10300601,0,6,0,11,3,7,0,5,0,14,3,14,3,13,3,19,0,7,0,7,0,10,0,15,0,10,0,6,4,57,6,69,0,5,3,8,0,3,0,9,0,8,3,15,0,17,0,20,3,5,0,7,0,7,0,3,0,9,0,10,7,57,5,71,0,10,8,13,3,10,0,15,0,23,3,30,7,28,4,34,3,12,0,14,3,15,0,16,0,17,0,18,11,115,18,143
ILOC10300602,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,4,0,3,0,3,0,6,0,6,0,14,0,17,0,3,0,3,0,7,0,7,0,0,0,0,0,10,0,10,0,3,0,3,0,0,0,0,0,4,0,4,0,24,0,24,0,6,0,9,0,7,0,7,0,3,0,3,0,8,0,8,0,7,0,7,0,3,0,3,0,4,0,4,0,43,0,43
ILOC10300603,0,7,3,14,0,9,0,15,0,22,3,22,7,17,3,25,7,16,3,26,4,15,0,23,0,8,0,13,24,102,13,134,4,5,0,12,0,14,0,17,8,19,3,26,9,17,3,26,9,21,6,35,7,25,0,30,0,6,4,11,31,111,14,158,3,20,6,26,3,25,0,26,11,42,5,54,19,34,3,56,9,40,9,55,7,42,0,49,3,14,3,25,57,207,29,294
ILOC10300605,5,13,5,30,6,17,3,24,5,35,7,47,4,25,4,33,5,37,3,46,3,23,6,29,5,18,5,21,36,162,30,230,3,23,11,32,0,24,3,28,7,54,11,71,5,26,3,33,10,41,7,62,7,22,7,38,6,17,3,28,30,207,53,294,11,32,17,58,6,41,6,50,11,91,17,120,11,49,11,69,20,76,15,106,8,42,11,68,11,36,12,53,70,377,86,529
ILOC10300607,0,18,4,19,0,16,3,20,0,13,0,16,4,12,0,14,3,18,3,28,0,27,3,26,6,8,0,13,13,108,17,135,0,10,0,10,0,12,0,12,0,14,0,14,4,9,0,16,0,20,0,29,5,15,0,20,3,4,0,4,15,83,3,102,0,25,4,22,0,30,3,34,0,27,0,31,7,19,0,29,4,40,6,53,9,39,3,47,4,13,0,15,25,193,17,235
ILOC10400101,0,12,0,16,0,3,0,3,0,7,0,7,0,6,0,9,3,9,0,13,0,9,0,7,0,12,0,12,3,51,3,63,3,4,0,8,0,3,0,4,0,10,0,11,3,4,0,14,3,5,0,8,4,10,0,10,0,3,0,3,17,39,0,52,3,13,0,15,0,8,0,6,0,15,0,17,3,14,0,23,4,17,0,24,3,15,0,22,0,9,0,16,23,92,3,117
ILOC10400102,0,21,0,20,4,12,0,21,3,40,3,49,7,31,0,32,3,24,0,28,5,24,0,30,3,22,3,24,23,168,11,203,0,28,3,30,3,26,4,33,9,32,8,47,10,33,7,44,16,37,5,56,6,16,4,19,7,25,5,29,42,186,28,257,4,52,0,59,3,40,9,50,11,71,12,91,10,58,8,77,15,63,5,85,6,33,7,45,5,44,6,60,64,354,39,462
ILOC10400103,3,29,0,35,0,17,0,21,3,18,0,16,9,35,0,42,0,20,0,22,8,19,0,25,0,5,0,15,20,142,14,174,0,18,10,23,4,24,0,28,7,27,0,29,8,21,0,29,7,20,0,35,3,15,0,18,0,10,3,18,31,126,15,175,3,49,9,58,4,43,4,44,7,42,4,53,16,52,3,67,12,41,4,56,9,27,3,45,3,15,9,30,56,269,27,350
ILOC10400201,0,22,0,26,0,30,0,33,3,35,0,38,7,29,0,36,3,31,0,32,3,22,3,27,4,14,0,17,26,167,10,199,0,25,5,38,9,13,0,17,3,26,0,30,13,26,0,45,11,22,3,39,8,20,3,29,3,16,3,22,50,153,13,214,3,53,11,58,10,40,0,49,8,56,0,67,19,55,0,74,22,47,3,72,10,39,3,55,3,23,8,35,69,319,22,412
ILOC10400301,3,55,6,65,0,72,5,77,12,60,4,75,5,55,4,63,12,49,5,62,10,36,0,46,4,17,3,29,52,338,23,410,4,58,4,64,3,48,3,57,17,78,4,97,19,50,0,73,16,66,3,84,13,50,0,64,3,35,9,44,71,375,22,470,4,112,8,128,3,122,8,132,22,137,8,166,26,104,5,139,26,112,11,144,18,88,7,107,11,51,11,72,119,713,45,883
ILOC10400302,9,56,18,78,3,45,55,105,0,63,103,164,10,61,64,134,11,49,23,83,5,43,5,52,3,15,8,23,39,333,268,638,3,59,6,69,3,37,0,46,14,63,3,80,27,57,4,88,18,44,0,56,15,20,3,33,9,22,3,26,84,298,20,400,12,113,26,145,4,91,55,148,15,121,101,238,34,118,62,217,24,91,23,144,18,60,6,86,6,34,7,49,117,632,292,1037
ILOC10400303,10,45,6,58,5,47,5,61,12,52,6,71,6,38,0,46,8,35,7,50,7,27,0,38,6,21,3,30,52,274,19,345,5,36,7,49,9,36,0,47,11,49,5,57,13,37,3,45,16,41,0,53,14,36,0,47,3,16,7,29,70,248,22,334,14,87,9,111,15,81,6,102,25,100,3,126,18,70,3,96,21,77,9,107,18,64,0,86,6,35,12,55,120,514,43,677
ILOC10400401,0,0,0,0,0,3,0,3,0,9,3,11,0,3,0,3,0,9,0,5,0,0,0,0,0,5,0,5,0,23,3,25,0,0,0,0,0,3,0,3,0,0,0,3,3,3,0,8,3,11,0,16,0,3,0,9,0,3,0,3,5,26,4,36,0,4,0,4,0,3,0,3,3,9,3,13,3,7,0,10,3,15,4,22,0,3,0,9,0,11,0,11,7,51,4,61
ILOC10400402,6,17,3,25,3,9,0,8,0,14,0,12,5,7,0,14,3,17,0,18,6,10,0,9,0,12,0,15,17,72,6,98,0,16,6,22,0,8,3,11,0,12,0,18,8,10,3,19,3,17,0,16,7,8,3,18,0,9,0,10,28,83,7,121,11,32,9,45,3,17,3,20,0,27,0,29,11,23,5,37,3,31,0,32,9,14,3,32,3,25,0,26,45,159,17,220
ILOC10400403,10,82,15,101,9,60,17,79,14,69,40,129,9,61,19,93,13,58,9,84,13,41,3,56,4,34,4,42,67,410,109,580,7,75,8,90,9,74,0,82,21,87,4,115,29,70,0,98,33,76,3,106,22,51,3,78,8,39,0,50,123,465,27,614,13,156,21,193,16,131,17,162,39,156,49,240,40,127,24,192,43,136,13,192,33,91,10,132,7,76,5,86,189,870,130,1190
ILOC10400404,0,15,3,16,0,9,0,7,3,20,0,21,0,7,3,12,0,6,0,7,0,5,0,9,0,7,0,7,11,63,7,83,0,8,8,17,3,7,0,4,5,14,0,19,4,9,3,13,3,12,0,16,4,8,0,14,4,6,0,10,22,69,13,102,0,22,8,27,5,11,0,17,8,37,5,47,3,15,4,22,4,21,0,25,6,16,0,23,4,17,0,17,29,131,18,177
ILOC10400405,3,28,5,36,3,11,3,20,3,26,3,28,7,29,0,32,5,31,3,48,4,20,4,34,4,24,4,28,33,165,22,224,3,25,6,36,3,20,0,19,8,21,0,25,3,22,0,27,13,30,0,38,12,27,0,40,8,19,0,29,38,163,8,215,5,50,8,64,4,34,4,40,5,48,3,53,12,52,0,60,22,58,3,86,12,54,4,68,11,47,5,57,73,334,34,438
ILOC10400501,0,23,3,25,0,15,4,14,9,18,0,22,3,17,0,23,6,10,3,23,7,17,0,20,0,11,0,10,25,101,13,147,3,17,7,22,0,9,0,10,4,21,0,29,4,16,0,18,4,22,0,28,3,18,0,23,3,10,0,15,31,113,8,142,3,34,5,53,3,17,4,25,16,42,0,50,10,32,4,45,14,33,3,50,6,29,0,40,0,20,0,29,53,212,17,287
ILOC10400502,0,5,0,9,0,6,3,9,0,10,3,14,0,7,0,10,3,5,0,11,0,8,0,11,0,3,3,5,4,49,12,64,0,10,5,17,0,7,5,13,6,7,3,18,3,6,0,9,3,10,0,13,0,11,0,14,0,4,0,5,12,58,11,85,0,14,5,20,0,16,5,23,6,22,8,29,6,13,0,17,9,19,4,23,0,16,3,17,0,9,0,13,19,108,22,153
ILOC10400503,7,119,17,150,14,86,6,106,20,134,13,161,13,94,8,118,17,102,6,123,16,83,10,110,9,41,4,56,92,662,69,820,15,125,14,151,10,87,4,102,27,146,5,183,32,124,4,163,37,108,12,156,34,72,0,107,7,64,10,83,170,719,59,947,30,244,34,299,24,169,10,201,46,282,17,344,48,216,12,282,52,203,20,284,49,158,10,216,19,101,19,137,266,1375,129,1770
ILOC10400504,0,13,9,15,0,8,0,8,0,4,0,4,0,10,0,7,0,7,0,3,0,8,0,12,0,3,0,4,7,45,13,60,0,11,3,13,0,11,0,11,3,8,0,15,5,10,0,12,5,4,0,15,3,3,0,12,3,12,0,10,21,65,5,91,0,19,7,28,0,19,0,25,3,14,0,22,6,15,0,21,5,9,0,20,3,15,0,19,3,12,0,20,30,108,18,155
ILOC10400505,0,14,4,24,0,15,0,15,0,16,0,15,3,14,0,21,3,12,0,16,3,16,0,22,3,8,3,16,13,97,9,122,0,18,0,21,3,6,0,13,7,14,0,25,3,14,0,14,5,18,0,27,8,9,0,15,4,8,0,15,34,82,3,118,0,31,5,41,3,17,0,22,14,23,0,39,12,26,3,41,6,30,3,40,10,23,0,32,5,24,3,28,47,176,17,237
ILOC10400506,0,21,6,31,3,20,0,19,10,19,3,31,3,26,0,33,3,18,0,21,0,14,3,14,3,24,0,27,17,139,17,177,3,26,8,39,0,12,3,19,7,26,0,34,3,28,0,34,7,15,3,34,17,21,0,36,6,15,3,27,46,150,18,218,3,46,17,67,3,34,3,38,17,48,3,67,10,55,0,65,12,37,3,51,16,31,3,57,9,39,3,53,66,287,33,392
ILOC10400507,0,55,8,57,3,38,3,40,12,40,7,57,6,24,0,32,10,34,4,40,6,28,4,39,3,15,3,25,37,236,24,293,4,42,9,58,7,33,4,45,14,40,0,52,12,29,0,43,13,39,4,61,10,21,4,36,5,14,6,25,70,218,24,317,4,91,16,114,11,66,8,86,23,77,10,111,19,57,0,76,25,69,7,104,15,52,5,77,11,33,9,48,110,458,51,610
ILOC10400601,4,20,3,23,0,6,4,8,0,16,0,17,3,15,0,19,9,16,3,24,4,12,5,22,3,12,3,16,19,102,10,131,3,22,8,33,0,9,0,11,5,18,4,25,8,12,0,19,5,8,0,22,12,4,5,18,6,7,0,13,36,93,23,146,6,42,11,60,0,21,6,23,3,34,4,39,10,25,0,37,14,30,3,44,18,19,4,43,5,21,6,38,55,197,34,286
ILOC10400602,3,17,0,27,0,18,0,23,3,12,0,10,3,18,0,20,4,18,3,29,0,10,0,10,3,9,0,15,15,103,6,121,0,18,0,19,0,9,0,6,3,14,0,20,12,9,0,21,0,20,0,28,7,16,0,24,4,15,3,21,27,101,6,143,4,34,0,39,0,24,4,28,8,28,0,32,13,31,0,37,9,43,3,50,7,24,0,34,4,24,7,35,44,202,12,262
ILOC10400701,5,66,4,82,3,64,0,71,9,83,3,91,7,69,0,81,11,73,0,88,10,40,0,46,4,28,0,29,50,420,8,483,5,68,10,87,9,58,0,63,16,77,5,91,14,54,3,70,24,56,3,84,22,41,3,64,3,39,3,47,88,389,20,504,16,141,14,164,11,116,3,132,24,157,5,177,22,124,6,148,36,132,3,172,29,82,3,114,4,64,3,74,139,810,31,983
ILOC10400702,6,190,19,214,17,135,17,168,21,189,17,234,18,121,6,147,24,102,7,127,20,100,3,120,14,57,9,82,116,892,84,1095,14,141,25,179,21,115,10,142,46,151,17,213,47,106,3,160,45,149,12,213,30,90,5,119,18,68,7,96,226,816,82,1121,23,333,42,393,32,248,21,303,72,342,36,447,73,231,14,313,67,247,22,340,49,185,5,242,28,126,17,175,339,1710,167,2210
ILOC10400801,3,28,0,34,0,25,0,29,3,31,4,38,16,36,3,55,12,33,0,41,7,40,3,49,6,25,6,34,40,219,26,285,4,25,4,35,0,23,0,26,15,32,3,40,10,27,4,34,9,41,3,52,11,23,0,32,3,26,6,37,45,188,19,254,6,57,6,64,7,49,0,51,12,57,4,75,22,58,6,87,23,70,3,93,14,69,3,86,10,49,18,72,87,402,46,537
ILOC10400802,7,35,3,45,3,33,3,36,4,44,0,46,4,24,0,32,8,23,0,35,3,25,0,27,3,15,0,18,31,202,10,241,4,31,3,41,3,36,0,35,4,35,0,44,0,20,3,31,18,28,0,43,10,27,0,30,8,15,4,27,43,195,16,256,12,70,3,84,4,61,4,73,7,78,3,90,8,46,3,61,22,52,3,79,10,47,0,62,6,35,4,44,78,394,19,492
ILOC10400803,5,12,0,20,0,5,0,12,0,7,0,13,0,9,0,10,0,6,0,10,0,13,0,12,4,18,3,24,15,72,3,98,0,3,0,8,3,10,0,11,0,11,0,10,0,5,0,3,12,10,0,17,3,9,0,11,0,23,3,24,26,61,3,84,4,17,0,22,4,18,0,22,3,18,0,23,0,13,0,14,10,15,0,26,7,17,0,26,6,38,6,46,39,133,6,178
ILOC10400901,9,47,18,77,5,30,8,45,7,38,6,49,4,37,3,46,11,33,11,53,8,31,3,45,8,11,3,16,45,234,49,329,7,34,4,52,9,37,3,51,10,60,0,76,21,43,4,66,19,49,11,80,15,36,4,56,3,33,11,39,84,292,43,419,8,90,29,124,21,66,11,99,19,100,6,128,25,79,6,110,27,84,21,127,23,71,5,99,10,41,9,63,131,526,87,747
ILOC10400902,0,28,20,45,3,20,39,65,3,29,97,129,7,31,46,82,3,31,18,52,13,29,4,44,3,24,3,33,34,195,222,457,0,39,9,53,6,17,7,33,9,31,13,55,10,29,7,47,18,19,0,37,10,20,3,36,3,11,3,21,56,177,48,277,0,64,32,96,9,41,45,95,14,60,109,185,16,61,54,130,21,51,15,90,20,53,3,75,6,41,5,55,89,376,272,735
ILOC10400903,3,3,0,8,0,5,0,7,0,3,0,6,0,3,0,0,4,8,0,9,3,9,0,13,0,3,0,4,11,31,5,45,0,3,3,10,0,6,0,6,7,9,0,13,6,6,0,10,3,11,0,14,0,12,0,12,3,0,3,7,17,33,9,58,4,5,5,11,0,6,0,9,5,10,0,16,6,6,3,15,9,11,0,20,3,16,0,21,0,4,3,14,24,61,12,104
ILOC10400904,0,23,6,27,4,22,0,27,5,27,3,35,6,22,3,30,9,29,3,42,3,13,0,16,0,17,0,20,23,141,15,183,0,28,3,36,0,20,3,28,9,24,4,39,8,22,3,33,11,22,3,38,5,22,9,38,0,28,7,33,38,165,28,233,0,48,10,56,3,41,3,51,17,50,3,70,15,44,6,66,15,49,5,75,12,35,6,48,3,41,3,48,61,312,50,423
ILOC10400905,0,13,0,15,0,8,0,5,4,6,3,15,0,8,0,11,0,5,0,5,0,9,0,12,0,9,0,10,13,56,3,71,0,6,3,12,0,8,0,10,0,12,0,12,7,11,0,14,4,11,0,21,0,13,0,14,4,11,0,17,20,69,7,99,3,21,3,30,0,10,0,19,9,17,3,25,4,19,3,27,4,19,0,29,4,23,0,25,4,19,0,22,29,124,11,169
ILOC10401001,0,6,3,7,0,4,0,3,3,8,0,14,3,19,0,23,3,16,0,16,0,3,0,8,0,7,3,11,15,60,8,88,3,8,3,19,0,11,0,6,3,8,0,10,4,13,0,23,7,11,5,21,6,14,4,26,0,3,0,4,27,73,10,106,5,17,4,24,3,10,0,17,3,20,0,25,12,30,0,45,8,24,5,38,10,20,5,37,0,16,3,19,38,133,21,192
ILOC10401002,3,3,0,3,0,9,0,10,0,3,0,3,0,6,0,6,0,6,0,4,0,3,0,5,0,5,0,6,8,28,3,35,0,0,0,3,4,5,0,7,3,0,0,4,0,0,0,3,3,4,0,6,5,0,0,7,0,3,0,3,12,14,0,26,3,7,0,7,4,12,0,9,3,4,0,9,0,7,0,10,4,6,0,11,5,4,0,13,3,5,0,10,20,39,3,68
ILOC10401101,10,129,15,148,9,78,6,90,17,95,6,121,26,92,11,129,16,102,8,121,25,63,3,94,8,46,10,63,112,610,54,769,11,110,11,133,14,83,3,99,21,121,7,149,29,95,0,125,36,89,9,138,25,63,3,94,17,68,8,99,154,638,43,836,19,239,18,282,24,157,12,192,38,219,13,271,53,195,10,257,56,193,14,257,49,129,13,186,27,114,21,160,265,1242,93,1607
ILOC10401102,12,122,8,140,11,123,3,136,19,169,6,192,25,135,3,161,22,110,4,144,12,73,4,89,11,46,3,63,108,776,32,915,7,134,9,152,14,121,4,135,30,184,3,213,46,124,0,169,40,95,3,138,31,63,4,99,5,43,8,57,176,768,26,968,14,258,15,286,25,238,10,275,43,350,12,406,74,254,3,330,63,209,6,283,43,141,4,185,15,90,9,117,286,1546,57,1885
ILOC10401103,3,136,11,153,20,119,7,138,22,106,3,129,25,77,6,107,22,97,0,115,12,90,3,101,15,49,5,67,118,670,31,816,15,107,9,130,10,82,7,99,22,113,5,143,47,104,3,155,44,104,7,151,28,62,0,88,19,58,11,83,183,620,40,847,20,244,19,283,27,203,9,237,48,221,8,277,71,176,9,257,65,198,5,267,40,146,4,187,27,109,13,149,295,1298,74,1660
ILOC10401201,4,46,4,54,4,31,3,31,8,40,3,42,7,29,0,38,3,37,0,39,5,24,4,29,0,9,0,15,30,206,17,257,4,35,4,42,8,24,3,38,13,44,4,61,9,39,3,58,8,40,3,47,9,10,7,30,0,11,3,14,55,203,30,283,6,81,10,98,8,53,8,67,12,83,7,106,19,73,8,92,13,71,3,90,14,32,4,53,3,17,3,27,80,410,47,539
ILOC10401202,0,19,3,27,3,19,0,20,3,28,0,37,3,17,0,21,9,21,6,34,3,13,0,17,0,7,0,9,32,126,7,168,3,24,3,26,0,15,0,15,0,24,0,20,13,29,0,35,13,20,3,34,3,15,0,19,0,11,3,13,33,127,5,165,4,47,3,51,5,33,0,36,3,53,0,56,18,42,0,61,21,36,5,64,4,30,0,35,0,16,3,23,57,254,18,331
ILOC10401203,0,18,0,18,3,20,0,25,6,13,0,21,0,14,0,14,3,17,0,22,3,17,3,21,0,3,0,3,13,112,3,131,7,17,0,22,0,28,0,27,3,22,0,32,8,14,0,24,8,16,0,21,3,8,3,19,0,3,0,9,29,114,3,145,7,35,0,39,6,51,0,50,9,40,0,50,8,36,0,38,14,31,0,48,8,27,3,36,0,12,0,13,44,224,4,278
ILOC10401204,3,12,12,24,0,8,0,12,3,24,3,24,4,12,0,18,3,21,4,28,4,11,0,19,5,0,0,4,22,91,16,125,4,15,4,24,0,11,0,12,0,12,0,12,10,18,0,29,11,18,0,27,9,11,0,15,0,5,0,5,28,88,6,126,6,30,14,46,0,20,0,22,3,33,3,40,9,34,0,42,13,38,3,51,14,25,0,37,4,5,0,11,49,180,24,259
ILOC10401301,17,190,18,225,10,155,3,167,27,228,10,261,22,186,6,218,30,125,5,163,16,87,5,106,8,45,10,61,115,1015,65,1195,19,175,17,215,22,144,4,169,73,224,14,310,43,138,6,190,60,151,7,216,30,102,5,132,16,66,12,94,257,1001,71,1326,31,369,41,437,29,299,6,332,98,455,23,571,69,327,13,410,90,273,15,379,41,188,8,239,22,111,24,152,372,2020,135,2523
ILOC10401401,3,53,0,61,4,71,11,92,20,128,8,153,14,76,6,98,18,75,10,99,10,53,3,73,7,29,8,37,71,490,41,608,0,71,3,76,8,84,3,97,20,109,9,139,23,56,4,78,23,73,5,100,15,62,3,80,3,31,0,39,98,475,34,608,7,125,8,132,16,157,16,190,40,237,15,290,35,132,8,178,39,144,13,196,29,115,8,151,9,59,8,75,172,966,74,1215
ILOC10401402,9,107,6,125,13,87,3,100,15,123,3,137,18,82,3,106,13,58,0,79,3,54,5,59,6,35,7,44,77,533,27,646,14,88,11,112,17,112,0,125,37,137,6,171,32,76,8,117,28,67,5,100,23,52,7,80,12,36,3,52,162,568,34,763,18,197,15,233,25,192,10,229,48,254,9,311,55,158,10,216,43,127,7,173,25,104,7,139,17,74,11,97,235,1107,61,1404
ILOC10401403,4,68,3,76,9,91,0,102,17,112,3,134,13,77,0,89,14,64,3,84,6,35,3,43,9,32,3,41,64,486,19,566,5,78,0,84,14,84,4,98,24,122,6,144,25,79,4,103,32,59,0,94,15,43,3,62,3,30,3,31,114,485,23,618,12,148,3,164,16,176,7,192,38,230,12,279,35,159,4,197,44,127,5,174,23,72,7,104,12,57,9,76,175,966,43,1190
ILOC10401501,4,39,4,51,3,39,3,52,5,36,0,44,3,24,5,31,8,37,0,47,6,37,5,55,9,31,5,40,42,254,22,318,3,29,0,33,3,26,3,31,12,33,3,51,9,37,3,46,15,43,0,54,13,36,3,50,6,15,3,22,56,221,12,289,6,64,4,78,7,67,7,80,17,70,5,95,14,59,3,78,18,81,0,104,19,72,6,104,9,53,3,68,94,475,31,604
ILOC10401502,3,83,7,96,0,60,3,62,12,88,7,106,12,69,3,78,7,72,0,76,10,56,0,67,10,27,5,45,62,451,20,539,9,88,3,103,11,70,0,80,27,70,3,100,21,63,0,87,32,72,5,101,11,46,4,62,10,34,0,50,114,453,27,593,16,171,15,201,12,129,4,142,35,166,11,213,31,135,4,167,35,138,5,184,24,103,5,130,24,69,7,90,178,904,49,1129
ILOC10401503,0,26,5,29,3,5,0,7,8,23,0,30,3,16,0,22,3,17,0,21,9,12,0,18,0,8,0,5,23,105,10,137,3,21,3,29,3,7,0,13,11,28,0,38,8,9,3,22,4,18,0,27,3,17,0,19,0,4,4,12,38,109,13,157,5,42,8,55,3,15,0,19,21,46,0,65,12,29,6,45,9,37,5,49,9,28,0,38,0,15,3,19,60,209,22,288
